id,occupation,location,tstamp,treatment,treated_cg,treated_em,did_mc,started_assignment,completed_assignment,time_read,time_check,time_ready,time_assignment,man_check_cgo_correct,man_check_emi_correct,passed_both_mc,sga,da,fvg_market,fvg_model,gains_inv_property,int_exp,tax_exp,dinclude
3UFIL89B17C59IPQ,Financial Analyst,North America,2019-06-27 19:54:05,1,FALSE,FALSE,TRUE,TRUE,TRUE,13.9359591007233,10.6619510650635,4.06600022315979,56.6323668956757,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0
FVTD7CG4UUL2Q44F,Financial Analyst,North America,2019-06-27 20:20:48,3,TRUE,FALSE,TRUE,TRUE,TRUE,108.327134847641,44.4191977977753,4.82019424438477,213.862868785858,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
N45PZ6SE49L35437,Financial Analyst,North America,2019-06-27 21:34:03,2,FALSE,TRUE,TRUE,TRUE,TRUE,17.3118724822998,18.123096704483,3.8175253868103,74.455934047699,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0
Q2CD1I0Y4G8HWVGY,Financial Analyst,North America,2019-06-27 22:15:52,1,FALSE,FALSE,TRUE,TRUE,TRUE,15.2408890724182,12.8482656478882,8.77805709838867,76.7223591804504,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0
HJM7GIJDRC7EF0GY,Financial Analyst,Rest of World,2019-06-27 22:56:48,2,FALSE,TRUE,TRUE,TRUE,TRUE,26.8964819908142,24.3125414848328,5.16897463798523,350.110591173172,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
9BZ1U9UUW5GPFS6S,Financial Analyst,Rest of World,2019-06-27 23:16:34,4,TRUE,TRUE,TRUE,TRUE,FALSE,13.8471632003784,23.7730071544647,5.48070383071899,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
A3JVXLYIDKCISGY7,Financial Analyst,Rest of World,2019-06-27 23:28:24,3,TRUE,FALSE,TRUE,TRUE,TRUE,78.3416078090668,6.86535596847534,4.0518434047699,230.955602884293,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
KSIDET0ZIW01R4BO,Financial Analyst,Rest of World,2019-06-27 23:48:45,4,TRUE,TRUE,FALSE,FALSE,FALSE,5.4531352519989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZWALFWUGLI6SE0W0,Portfolio Manager,North America,2019-06-28 00:08:29,4,TRUE,TRUE,TRUE,TRUE,TRUE,16.8855140209198,28.544716835022,6.83064198493958,94.678129196167,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
10QYQK1YFVRZIH7K,Financial Analyst,Rest of World,2019-06-28 00:27:13,2,FALSE,TRUE,TRUE,TRUE,TRUE,29.5897297859192,26.5431282520294,19.6943259239197,61.0506994724274,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
7X5NLVN380GWULJB,Financial Analyst,Europe,2019-06-28 00:48:55,3,TRUE,FALSE,TRUE,TRUE,FALSE,152.077501773834,50.2999415397644,2.863450050354,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
6803E05W9TLQHJLE,Financial Analyst,Rest of World,2019-06-28 01:04:31,3,TRUE,FALSE,TRUE,TRUE,FALSE,21.3441109657288,16.5020503997803,3.1708972454071,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
FR0IPUDWVSZ8HZF4,Financial Analyst,North America,2019-06-28 02:16:28,4,TRUE,TRUE,TRUE,TRUE,TRUE,233.9930331707,9.22957229614258,2.76150822639465,74.6381132602692,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.5
1SFLASIB45EBS8QL,Financial Analyst,Europe,2019-06-28 02:20:44,1,FALSE,FALSE,TRUE,TRUE,TRUE,173.44694685936,11.3192009925842,4.83921980857849,81.4494421482086,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-1
82P52FK2WYJLXXXJ,Financial Analyst,Rest of World,2019-06-28 02:58:08,3,TRUE,FALSE,TRUE,TRUE,TRUE,53.5606555938721,48.5926842689514,4.64732623100281,289.96022772789,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
Q81FPFLSQRJ8X98R,Financial Analyst,Rest of World,2019-06-28 03:27:59,1,FALSE,FALSE,TRUE,TRUE,TRUE,47.2160949707031,14.2964370250702,2.19710087776184,88.7580387592316,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
5AVL4EV51G727KBU,Financial Analyst,Rest of World,2019-06-28 03:53:30,4,TRUE,TRUE,TRUE,TRUE,FALSE,50.3576068878174,29.6947979927063,5.49283647537231,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CVGFEOHNMSVZWS6E,Financial Analyst,Rest of World,2019-06-28 04:36:29,2,FALSE,TRUE,TRUE,TRUE,TRUE,27.7183482646942,14.4761366844177,3.71607732772827,169.191771745682,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1
N3TP1AKJMKJAF0MP,Financial Analyst,Rest of World,2019-06-28 05:15:13,4,TRUE,TRUE,TRUE,TRUE,TRUE,3.95487451553345,6.3418595790863,1.69549584388733,13.6800417900085,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
R2OQ7YNTSHUTSKWW,Financial Analyst,Europe,2019-06-28 05:48:20,3,TRUE,FALSE,TRUE,TRUE,TRUE,21.065122127533,24.6244277954102,1.61634159088135,36.6695854663849,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
KN2PSJ4LPU5153PL,Financial Analyst,Rest of World,2019-06-28 06:16:01,3,TRUE,FALSE,TRUE,TRUE,TRUE,27.6573691368103,8.41957449913025,2.70932841300964,162.462528944016,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
91PR7H34F154J0HB,Portfolio Manager,Rest of World,2019-06-28 06:13:19,2,FALSE,TRUE,TRUE,TRUE,FALSE,39.1117253303528,32.8507690429688,4.37715935707092,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
IFDW7XF05DCY5016,Financial Analyst,Rest of World,2019-06-28 06:30:47,1,FALSE,FALSE,TRUE,TRUE,TRUE,258.179462194443,17.0920760631561,2.5894148349762,52.5903820991516,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
AVDMVGJ7DYBEUS4C,Financial Analyst,Rest of World,2019-06-28 06:37:12,2,FALSE,TRUE,TRUE,TRUE,TRUE,25.2661461830139,16.0073585510254,2.53975796699524,94.6763255596161,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
FM4GS01YJAQL3R4V,Financial Analyst,North America,2019-06-28 06:53:18,4,TRUE,TRUE,TRUE,TRUE,TRUE,81.4989466667175,11.1562917232513,2.11044263839722,135.616590738297,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
C9PEBGLBIJQDF82Y,Financial Analyst,Europe,2019-06-28 07:24:46,1,FALSE,FALSE,TRUE,TRUE,TRUE,35.9782621860504,13.3024244308472,5.11024785041809,86.1768791675568,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0
DE9AFFOWM2BCLSCT,Financial Analyst,Europe,2019-06-28 07:31:50,4,TRUE,TRUE,TRUE,TRUE,TRUE,33.6740562915802,11.1254680156708,1.88327598571777,391.330954313278,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0
SHQHOO2LLDXRACPE,Portfolio Manager,Europe,2019-06-28 07:28:55,3,TRUE,FALSE,TRUE,FALSE,FALSE,2.85830354690552,59.3262438774109,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
VQ9ZGJ6PTH2AIZBO,Financial Analyst,Europe,2019-06-28 07:31:31,4,TRUE,TRUE,TRUE,TRUE,TRUE,47.3168256282806,12.3319251537323,2.60978436470032,134.081123352051,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0
TKHOD3LOZITSRXYT,Portfolio Manager,Europe,2019-06-28 07:30:06,3,TRUE,FALSE,TRUE,TRUE,FALSE,32.4557368755341,5.26979041099548,1.95128178596497,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
BD626L4WS0WL6SBG,Financial Analyst,Europe,2019-06-28 07:36:09,3,TRUE,FALSE,TRUE,TRUE,TRUE,29.2436099052429,18.3792300224304,0.839423656463623,160.56874370575,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0
RF3ROIFRL2YB7A5M,Financial Analyst,Europe,2019-06-28 07:53:03,2,FALSE,TRUE,TRUE,TRUE,FALSE,36.6032776832581,13.0102617740631,2.67580223083496,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
3PX7JTCPL6KKS6JH,Portfolio Manager,Rest of World,2019-06-28 07:57:20,2,FALSE,TRUE,TRUE,TRUE,TRUE,39.4864387512207,13.4175052642822,2.47361135482788,75.3001050949097,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
PFOX6BIBF28SS8GZ,Financial Analyst,Europe,2019-06-28 08:02:50,2,FALSE,TRUE,FALSE,FALSE,FALSE,11.653636932373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W4JTWWTK6PUB44XX,Financial Analyst,Europe,2019-06-28 08:04:32,2,FALSE,TRUE,FALSE,FALSE,FALSE,3.98609828948975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MH7E5KXHO6OZB6PI,Financial Analyst,North America,2019-06-28 08:09:07,2,FALSE,TRUE,FALSE,FALSE,FALSE,3.48713040351868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6HTG74SBQJJG3YRV,Financial Analyst,Europe,2019-06-28 08:20:02,1,FALSE,FALSE,TRUE,TRUE,TRUE,32.8801543712616,7.40639519691467,4.25222826004028,264.498634576797,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0
CPOOWCG94Q9XH83J,Portfolio Manager,Rest of World,2019-06-28 08:20:55,1,FALSE,FALSE,TRUE,TRUE,TRUE,22.1764245033264,8.47198677062988,2.70696353912354,88.0046710968018,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0
EQA6XA3C891X6SJV,Financial Analyst,Rest of World,2019-06-28 08:26:11,3,TRUE,FALSE,TRUE,TRUE,TRUE,63.9972329139709,23.4527018070221,5.03956890106201,112.392002820969,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
41O4O2WVQQ4CA1JF,Financial Analyst,Europe,2019-06-28 08:27:29,2,FALSE,TRUE,FALSE,FALSE,FALSE,9.52324175834656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EQYDNEGX0EEV3836,Financial Analyst,Europe,2019-06-28 08:35:41,2,FALSE,TRUE,TRUE,TRUE,TRUE,113.897806167603,12.9746551513672,2.47992205619812,39.3425016403198,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
4QYTYHIAG2M1FVYZ,Financial Analyst,Europe,2019-06-28 08:34:50,2,FALSE,TRUE,TRUE,TRUE,TRUE,2.32815551757812,23.3492624759674,2.17444944381714,57.4031910896301,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
8KUQOS0EY898YOKB,Financial Analyst,Europe,2019-06-28 08:35:31,2,FALSE,TRUE,TRUE,TRUE,TRUE,3.1836245059967,27.4208028316498,5.31246399879456,37.3744080066681,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0
OFJTMPBMB4WOEGSH,Portfolio Manager,Europe,2019-06-28 08:46:59,3,TRUE,FALSE,TRUE,TRUE,TRUE,1.54360485076904,4.93185257911682,1.35233068466187,79.6874389648438,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0
8I4Q9GZHB9DD49EE,Financial Analyst,Europe,2019-06-28 08:47:41,3,TRUE,FALSE,TRUE,TRUE,TRUE,19.9871625900269,27.3127565383911,14.1165823936462,168.278139829636,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-1
EHA4J363LSBOSRND,Financial Analyst,Europe,2019-06-28 08:48:48,4,TRUE,TRUE,TRUE,TRUE,TRUE,16.512572526931802,12.1996710300446,1.92350959777832,52.8024907112122,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
4K28HV1O8K6VEPBK,Portfolio Manager,Europe,2019-06-28 08:58:21,1,FALSE,FALSE,TRUE,TRUE,TRUE,16.3167572021484,18.5048899650574,1.49859261512756,88.7441821098328,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
IUH96WHELYG8S37J,Portfolio Manager,Europe,2019-06-28 09:16:56,4,TRUE,TRUE,TRUE,TRUE,TRUE,41.8285200595856,8.77537798881531,2.11110138893127,66.7815663814545,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
5AZG7BCIGVPAGONX,Financial Analyst,Europe,2019-06-28 09:30:31,4,TRUE,TRUE,TRUE,TRUE,TRUE,33.1910738945007,15.1510426998138,7.49611687660217,854.739553451538,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0.5
KLIAY8DXI67I2K1C,Financial Analyst,Europe,2019-06-28 09:20:05,1,FALSE,FALSE,TRUE,TRUE,TRUE,1.58827233314514,28.5194334983826,2.36721706390381,54.1373271942139,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
YM7ORJ6DPNGIGXB9,Portfolio Manager,Europe,2019-06-28 09:42:31,3,TRUE,FALSE,TRUE,TRUE,TRUE,1.85563826560974,20.7864530086517,7.9263014793396,39.8561058044434,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
0VW3SX4DM2POUTOF,Financial Analyst,Rest of World,2019-06-28 09:47:54,2,FALSE,TRUE,TRUE,TRUE,TRUE,47.6745371818542,24.1806163787842,4.25068879127502,78.5647962093353,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0
1R1A0BPYM4RP99X8,Financial Analyst,Europe,2019-06-28 09:50:47,2,FALSE,TRUE,TRUE,TRUE,TRUE,64.1513738632202,16.3734800815582,3.98382377624512,160.84357047081,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
FY6A6GWPD7OA0PS3,Financial Analyst,North America,2019-06-28 09:48:55,2,FALSE,TRUE,TRUE,TRUE,TRUE,31.4643187522888,20.3333592414856,3.20487785339355,56.6636197566986,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
T9WVDKX9L8I034AH,Financial Analyst,Rest of World,2019-06-28 09:50:26,2,FALSE,TRUE,TRUE,TRUE,TRUE,31.90891456604,7.90532541275024,3.82492780685425,85.3999359607697,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0
347J2NJL13AVHZPQ,Financial Analyst,Europe,2019-06-28 09:55:48,3,TRUE,FALSE,TRUE,TRUE,TRUE,71.072936296463,14.1784243583679,2.28921866416931,82.7121844291687,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
4MKXZXCIGPG5BU9M,Portfolio Manager,North America,2019-06-28 09:56:09,1,FALSE,FALSE,TRUE,TRUE,TRUE,18.435884475708,16.9428205490112,2.80465030670166,128.033534288406,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0
OKYK13US7QDON85C,Financial Analyst,Europe,2019-06-28 09:59:38,4,TRUE,TRUE,TRUE,TRUE,TRUE,23.758403301239,19.3675427436829,1.56377696990967,94.552091836929307,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
T9VNES7UFICYOBBC,Financial Analyst,Rest of World,2019-06-28 10:11:54,3,TRUE,FALSE,TRUE,TRUE,TRUE,552.607886314392,12.0528454780579,1.77612400054932,82.2806267738342,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
VEIVEG7PB7B0H33S,Financial Analyst,Rest of World,2019-06-28 10:20:11,4,TRUE,TRUE,TRUE,TRUE,TRUE,20.8391144275665,32.4229340553284,2.80668687820435,35.7596135139465,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
RIC7O6V4I1OZ9NH7,Financial Analyst,Europe,2019-06-28 10:20:46,4,TRUE,TRUE,TRUE,TRUE,TRUE,22.2275898456573,12.9202086925507,1.38480567932129,70.7787170410156,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
6UI701P89LV7DWM1,Financial Analyst,Europe,2019-06-28 10:23:52,4,TRUE,TRUE,TRUE,TRUE,TRUE,203.304363250732,23.5388617515564,4.61890530586243,59.4146680831909,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
KU16WKFMVDBHKPZS,Financial Analyst,Europe,2019-06-28 13:06:51,1,FALSE,FALSE,TRUE,TRUE,TRUE,9030.5659236908,70.8594841957092,4.2442467212677,147.249993085861,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-1
LKTZZTEPAI631ODC,Financial Analyst,Europe,2019-06-28 10:40:03,1,FALSE,FALSE,TRUE,TRUE,TRUE,150.075925111771,18.6580781936646,3.7516770362854,87.0115764141083,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
3F8RBBIYBT21AM8A,Portfolio Manager,Rest of World,2019-06-28 10:50:00,1,FALSE,FALSE,TRUE,TRUE,TRUE,17.4797506332397,78.997269153595,12.4800560474396,501.977061748505,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
FXE7UA8337QPFGZY,Financial Analyst,Europe,2019-06-28 10:50:52,1,FALSE,FALSE,TRUE,TRUE,FALSE,23.7057681083679,5.3325080871582,2.84889054298401,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
Q0I7JTJ1JH49KGPG,Financial Analyst,Europe,2019-06-28 10:55:05,3,TRUE,FALSE,TRUE,TRUE,TRUE,29.4115965366364,20.2737860679626,3.32027626037598,106.083278656006,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0
VR3NIWXMMTV5F266,Financial Analyst,Europe,2019-06-28 11:02:23,3,TRUE,FALSE,TRUE,TRUE,TRUE,23.8566579818726,14.7528791427612,2.81314134597778,45.3366456031799,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
AAWQY5W001OXOHTY,Financial Analyst,Rest of World,2019-06-28 11:11:37,2,FALSE,TRUE,TRUE,TRUE,TRUE,34.8172342777252,16.4027628898621,3.4425733089447,109.702842950821,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
4PORNIHLMNB28X45,Portfolio Manager,North America,2019-06-28 11:11:51,1,FALSE,FALSE,TRUE,TRUE,TRUE,12.8070056438446,11.7883899211884,2.82489252090454,36.5184886455536,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
RPK1FBZFR97AQW2Y,Financial Analyst,Rest of World,2019-06-28 11:14:15,1,FALSE,FALSE,TRUE,TRUE,TRUE,52.6277463436127,11.4311180114746,4.66074395179749,111.564062356949,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
HB2KXGEGRT87FU8Q,Financial Analyst,North America,2019-06-28 11:27:28,3,TRUE,FALSE,TRUE,TRUE,TRUE,24.8694677352905,14.8516359329224,2.3925564289093,94.2723362445831,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
39VI8JSO02W20ZVB,Financial Analyst,Europe,2019-06-28 11:27:44,4,TRUE,TRUE,TRUE,TRUE,TRUE,29.2497937679291,16.4101920127869,2.15065455436707,59.7281243801117,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
1NR7L6MURLC77LHF,Financial Analyst,Europe,2019-06-28 11:30:16,2,FALSE,TRUE,TRUE,TRUE,TRUE,28.0266373157501,9.91519927978516,2.88110733032227,61.8151667118073,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
JOS14H17QW4J5TC6,Financial Analyst,North America,2019-06-28 11:53:27,4,TRUE,TRUE,TRUE,TRUE,TRUE,11.7457411289215,29.4472184181213,9.07867574691772,75.5679466724396,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
S4JXGGT3VIKCTDEY,Financial Analyst,North America,2019-06-28 11:57:45,2,FALSE,TRUE,TRUE,TRUE,TRUE,2.06255769729614,48.23761677742,4.73908305168152,68.3253221511841,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0
BN1NKCWOHTIEO4KK,Financial Analyst,Europe,2019-06-28 12:06:25,1,FALSE,FALSE,TRUE,TRUE,TRUE,10.0200755596161,5.93191170692444,2.01890349388123,142.506740570068,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0
9T448USBBPYH6Q2O,Financial Analyst,Europe,2019-06-28 12:09:28,1,FALSE,FALSE,TRUE,TRUE,TRUE,1.97334504127502,89.9425389766693,6.09780693054199,180.357658863068,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
IVFXO6Z8UCXIZUJV,Financial Analyst,Europe,2019-06-28 12:18:11,3,TRUE,FALSE,TRUE,TRUE,TRUE,83.2153389453888,17.5774807929993,2.92071413993835,67.463399887085,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
089RNNFX5SPFS8OS,Portfolio Manager,North America,2019-06-28 12:17:48,3,TRUE,FALSE,TRUE,TRUE,TRUE,19.4866056442261,12.3166875839233,3.79116082191467,94.7650656700134,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0
F5EP405ZLVGVBY03,Financial Analyst,Europe,2019-06-28 12:28:18,4,TRUE,TRUE,TRUE,TRUE,TRUE,32.0149824619293,16.6841242313385,2.10563230514526,131.545027732849,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
26NMFCA6UW043CZA,Financial Analyst,Europe,2019-06-28 12:29:38,4,TRUE,TRUE,TRUE,TRUE,TRUE,73.6784570217133,13.1990196704865,1.417813539505,88.3277318477631,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0
VOHMYX7K9GF8W5F5,Financial Analyst,Europe,2019-06-28 12:32:08,4,TRUE,TRUE,TRUE,TRUE,TRUE,79.0987193584442,12.7126536369324,1.19152784347534,117.575083494186,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0
M0ZH9AY4Z5HH0MV8,Financial Analyst,Rest of World,2019-06-28 12:38:54,2,FALSE,TRUE,TRUE,TRUE,TRUE,419.014412403107,16.5645899772644,2.59263396263123,145.156189918518,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
1NCOAAL1AEIEJCDE,Financial Analyst,Europe,2019-06-28 12:31:53,2,FALSE,TRUE,TRUE,TRUE,FALSE,11.8987882137299,82.3115668296814,3.9634153842926,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
C2X81VEDZX2HAIND,Financial Analyst,Rest of World,2019-06-28 12:41:38,2,FALSE,TRUE,TRUE,TRUE,TRUE,50.5874724388123,15.829895734787,6.09573769569397,237.829570293427,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
FTHFOR46UJQYH9F6,Financial Analyst,Europe,2019-06-28 12:37:03,2,FALSE,TRUE,TRUE,TRUE,FALSE,3.45893025398254,11.4184789657593,3.48109912872314,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
H4HH88R2GG8QLBL3,Portfolio Manager,North America,2019-06-28 12:41:51,3,TRUE,FALSE,TRUE,TRUE,TRUE,31.6336300373077,16.3871266841888,2.21576118469238,120.669475078583,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
LVYR922XMG1DO7P8,Portfolio Manager,North America,2019-06-28 12:48:35,3,TRUE,FALSE,TRUE,TRUE,TRUE,35.7259578704834,9.78048634529114,6.08843898773193,410.527376890182,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0
4MJBUIVFD0PMMZTC,Financial Analyst,North America,2019-06-28 12:56:21,1,FALSE,FALSE,TRUE,TRUE,TRUE,61.9590947628021,21.2765774726868,4.71178579330444,200.743370771408,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
062YN20N4TMRXO92,Financial Analyst,North America,2019-06-28 12:53:30,1,FALSE,FALSE,TRUE,TRUE,FALSE,5.48809742927551,62.7264885902405,4.56604599952698,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
YNET4UH1M9ERGRCT,Financial Analyst,Rest of World,2019-06-28 12:58:21,1,FALSE,FALSE,TRUE,TRUE,TRUE,97.3390924930573,16.3382296562195,1.75070858001709,52.3659775257111,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
4P6B8069EXMN8ZLA,Financial Analyst,Europe,2019-06-28 12:58:43,1,FALSE,FALSE,TRUE,TRUE,TRUE,13.6996426582336,28.814156293869,2.43784761428833,91.2957217693329,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
